StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,gender,age,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,look_after_health_1,checkup,smoker,environment_1,Q85_1,Q60_1,children,age_first_child_1,breastfeed_yesno,breastfeed_length_1,ideal_age_1,parents_dead,parent1_age_1,parent1_age_2,parent1_control_1,parent1_close_1,parent2_age_1,parent2_age_2,parent2_control_1,parent2_close_1,gp_dead,gp1_age_1,gp1_age_2,gp1_control_1,gp1_close_1,gp2_age_1,gp2_age_2,gp2_control_1,gp2_close_1,gp3_age_1,gp3_age_2,gp3_control_1,gp3_close_1,gp4_age_1,gp4_age_2,gp4_control_1,gp4_close_1,stress,subjective_SES_1,subjective_SES_2,subjective_SES_3,subjective_SES_4,subjective_SES_5,subjective_SES_6,subjective_SES_7,subjective_SES_8,subjective_SES_9,subjective_SES_10,income_1,household_1,attention_fruit,attention_smoker,attention_4_1,PROLIFIC_PID,prolific_id - Parent Topics,prolific_id - Topics
2020-12-30 19:32:58,2020-12-30 19:42:34,IP Address,94.1.123.182,100,576,True,2020-12-30 19:42:35,R_1pzA0YOUiDMRi3E,,,,,51.6013031005859375,-0.2635955810546875,anonymous,EN-GB,"Yes, I consent to participate.",5f404427e4e248170c661656,Male,22,In 12 months,Today,,,,,,,,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,62,Within the last 3 years,No,65,94,92,No,,,,31,Yes,,,,,,,,,"No, one is dead",Grandmother 1,77,8,51,,,,,,,,,,,,,Very frequently,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£40,000 - £49,999",8,Strongly agree,No,10,5f404427e4e248170c661656,,
2020-12-30 19:28:57,2020-12-30 19:42:47,IP Address,81.101.79.151,100,830,True,2020-12-30 19:42:47,R_9tx00OtH9eN2o4p,,,,,52.4698028564453125,-1.852294921875,anonymous,EN-GB,"Yes, I consent to participate.",5fbe6efed09eec00092c6c2a,Male,48,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,85,Within the past year,No,85,90,100,Yes,25,,,,No: both are dead,Mother,49,0,100,Father,72,0,70,"No, all four are dead.",Grandfather 1,60,80,0,Grandmother 1,>90,0,40,Grandfather 2,48,80,0,Grandmother 2,38,12,0,Frequently,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,"£10,000 - £15,999",5,Strongly agree,No,4,5fbe6efed09eec00092c6c2a,,
2020-12-30 19:38:46,2020-12-30 19:42:53,IP Address,84.66.75.116,100,247,True,2020-12-30 19:42:54,R_3LZ9ebxNceJiqGH,,,,,52.424102783203125,-1.84039306640625,anonymous,EN-GB,"Yes, I consent to participate.",5c2d172ce26399000179a138,Male,21,In 12 months,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,81,Within the past year,No,64,65,76,No,,,,35,Yes,,,,,,,,,"No, one is dead",Grandmother 1,Rather not say,25,86,,,,,,,,,,,,,Rarely,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,"£30,000 - £39,999",3,Strongly agree,No,4,5c2d172ce26399000179a138,,
2020-12-30 19:37:45,2020-12-30 19:43:02,IP Address,213.205.240.120,100,317,True,2020-12-30 19:43:03,R_3OqYmtJICYOwMYS,,,,,51.5319976806640625,0.0883941650390625,anonymous,EN-GB,"Yes, I consent to participate.",5c350f3b5fed01000172bc54,Female,40,Today,,,,,,,,,,,,,,,,Today,In 12 months,Today,Today,,,,,,,,,,,,72,Within the last 3 years,No,44,44,81,Yes,36,Yes,6,,Yes,,,,,,,,,"No, two are dead.",Grandfather 1,65,30,40,Grandmother 1,>90,9,8,,,,,,,,,Frequently,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,"£10,000 - £15,999",3,Strongly agree,No,4,5c350f3b5fed01000172bc54,,
2020-12-30 19:38:06,2020-12-30 19:43:14,IP Address,81.100.218.254,100,307,True,2020-12-30 19:43:14,R_1qgQRWdBn4be1a5,,,,,52.6259002685546875,1.3032073974609375,anonymous,EN-GB,"Yes, I consent to participate.",5b56105c1550e700014229b9,Male,32,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,In 12 months,In 12 months,,,,,75,Within the past year,No,80,70,70,No,,,,35,No: one is dead,Father,58,55,70,,,,,"No, all four are dead.",Grandmother 1,35,25,0,Grandmother 2,50,70,16,Grandfather 1,75,70,90,Grandfather 2,70,25,20,Frequently,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£30,000 - £39,999",2,Strongly agree,No,8,5b56105c1550e700014229b9,,
2020-12-30 19:38:52,2020-12-30 19:43:17,IP Address,82.5.184.141,100,264,True,2020-12-30 19:43:17,R_Cerjq0MmHY02LqV,,,,,51.5751953125,0.1875,anonymous,EN-GB,"Yes, I consent to participate.",5ef8aea43d24310560af5dc1,Male,36,In 12 months,In 12 months,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,75,Within the last 10 years,Yes,75,70,90,No,,,,30,Yes,,,,,,,,,"No, three are dead.",Grandfather 1,46,70,90,Grandfather 2,60,20,60,Grandmother 1,70,70,40,,,,,Occasionally,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£75,000 - £99,999",3,Strongly agree,Yes,9,5ef8aea43d24310560af5dc1,,
2020-12-30 19:38:12,2020-12-30 19:43:22,IP Address,94.7.210.203,100,310,True,2020-12-30 19:43:22,R_3k6uG169bSbwcsA,,,,,55.7483062744140625,-4.5276031494140625,anonymous,EN-GB,"Yes, I consent to participate.",5b912c7a0a5ce40001813986,Male,31,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,91,Within the last 5 years,No,73,71,81,No,,,,26,Yes,,,,,,,,,"No, two are dead.",Grandmother 1,Rather not say,30,70,Grandmother 2,Rather not say,26,68,,,,,,,,,Rarely,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£16,000 - £19,999",3,Strongly agree,No,4,5b912c7a0a5ce40001813986,,
2020-12-30 19:33:06,2020-12-30 19:43:42,IP Address,90.209.254.2,100,636,True,2020-12-30 19:43:43,R_2z76xKfy5ViBvOM,,,,,53.1941070556640625,0.3336029052734375,anonymous,EN-GB,"Yes, I consent to participate.",5c34cece6288ec00016a5363,Female,61,In 12 months,In 12 months,Today,,,,Today,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,73,Within the past year,No,80,50,80,No,,,,25,Yes,,,,,,,,,"No, all four are dead.",Grandmother 1,65,100,82,Grandfather 1,85,72,81,Grandfather 2,70,60,91,Grandmother 2,75,15,100,Occasionally,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£10,000 - £15,999",2,Strongly agree,No,10,5c34cece6288ec00016a5363,,
2020-12-30 19:38:28,2020-12-30 19:43:48,IP Address,85.255.235.81,100,319,True,2020-12-30 19:43:48,R_UndrK83Od5wttGp,,,,,51.49639892578125,-0.122406005859375,anonymous,EN-GB,"Yes, I consent to participate.",5d874f5086fee90019c361a6,Male,42,In 12 months,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,65,Within the last 3 years,No,22,11,80,Yes,26,,,,Yes,,,,,,,,,"No, all four are dead.",Grandfather 1,68,14,27,Grandmother 1,67,19,50,Grandfather 1,76,12,70,Grandmother 2,89,13,100,Frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£75,000 - £99,999",4,Strongly agree,No,4,5d874f5086fee90019c361a6,,
2020-12-30 19:38:59,2020-12-30 19:44:00,IP Address,82.132.246.51,100,300,True,2020-12-30 19:44:00,R_eeVY3aMEJZFxIDD,,,,,53.4662933349609375,-2.1342010498046875,anonymous,EN-GB,"Yes, I consent to participate.",5fd511d91077e4108a067a61,Male,26,Today,,,,,,,,,,,,,,,,Today,In 12 months,Today,Today,,,,,,,,,,,,34,Don't know,Yes,10,0,34,Yes,26,,,,Yes,,,,,,,,,"No, three are dead.",Grandfather 2,<20,0,74,Grandfather 1,<20,0,22,Grandmother 1,<20,0,87,,,,,Occasionally,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£16,000 - £19,999",3,Strongly agree,Yes,4,5fd511d91077e4108a067a61,,
2020-12-30 19:41:31,2020-12-30 19:44:04,IP Address,46.208.9.240,100,153,True,2020-12-30 19:44:05,R_2q3jKf51Dd9g7S0,,,,,51.5648040771484375,-0.1374053955078125,anonymous,EN-GB,"Yes, I consent to participate.",5ca650fc557aec0012e200d8,Female,40,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,Today,,,,In 12 months,In 12 months,,60,Don't know,No,10,10,95,No,,,,28,Yes,,,,,,,,,Rather not say,,,,,,,,,,,,,,,,,Rarely,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£30,000 - £39,999",1,Strongly agree,No,4,5ca650fc557aec0012e200d8,,
2020-12-30 19:33:58,2020-12-30 19:44:11,IP Address,82.4.116.135,100,613,True,2020-12-30 19:44:11,R_1JVETMWIxR2xcqV,,,,,54.5319976806640625,-1.3025054931640625,anonymous,EN-GB,"Yes, I consent to participate.",5e90970d5a5f0f3a4b6068bd,Male,79,In 12 months,In 12 months,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,92,10 years ago or more,No,80,20,100,Yes,51,,,,No: both are dead,Father,46,9,20,Mother,79,10,90,"No, all four are dead.",Grandmother 1,66,81,82,Grandmother 2,69,25,20,Grandfather 1,28,9,0,Grandfather 2,69,81,0,Very rarely,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£40,000 - £49,999",3,Strongly agree,No,10,5e90970d5a5f0f3a4b6068bd,,
2020-12-30 19:38:18,2020-12-30 19:44:12,IP Address,79.72.3.52,100,354,True,2020-12-30 19:44:13,R_1EiHs9UOnZOExoW,,,,,51.54840087890625,0.171600341796875,anonymous,EN-GB,"Yes, I consent to participate.",596cb7a35ad3920001cae434,Male,21,In 12 months,Today,,,,,,,,In 12 months,Today,,In 12 months,,,,,,,,,,,,,,,,,,,39,Within the past year,No,61,55,95,No,,,,30,Yes,,,,,,,,,"No, all four are dead.",Grandmother 1,45,60,0,Grandfather 1,47,86,0,Grandfather 2,82,32,13,Grandmother 2,86,12,12,Frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£40,000 - £49,999",5,Strongly agree,No,4,596cb7a35ad3920001cae434,,
2020-12-30 19:37:24,2020-12-30 19:44:16,IP Address,81.99.93.154,100,411,True,2020-12-30 19:44:16,R_2fBVnrjw2jNZ2qY,,,,,54.5832977294921875,-5.9333038330078125,anonymous,EN-GB,"Yes, I consent to participate.",5f4a9eb861da210d3496cb34,Female,58,In 12 months,In 12 months,In 12 months,In 12 months,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,97,Within the past year,No,83,30,82,Yes,21,No,,,No: both are dead,Father,64,83,87,Mother,84,77,84,"No, all four are dead.",Grandmother 1,60,62,0,Grandmother 2,70,69,0,Grandfather 1,71,91,3,Grandfather 1,68,94,0,Frequently,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£30,000 - £39,999",2,Strongly agree,No,10,5f4a9eb861da210d3496cb34,,
2020-12-30 19:39:49,2020-12-30 19:44:21,IP Address,109.157.42.13,100,272,True,2020-12-30 19:44:22,R_z2VkI13LoqgDOYp,,,,,51.357696533203125,0.1291046142578125,anonymous,EN-GB,"Yes, I consent to participate.",5d6794cb0942ff00162345bb,Male,19,Today,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,In 12 months,,,,,,,,,,,86,Within the past year,No,43,88,94,No,,,,26,Yes,,,,,,,,,"No, one is dead",Grandfather 1,>90,25,23,,,,,,,,,,,,,Rarely,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£40,000 - £49,999",5,Strongly agree,No,4,5d6794cb0942ff00162345bb,,
2020-12-30 19:35:44,2020-12-30 19:44:25,IP Address,78.149.104.237,100,521,True,2020-12-30 19:44:26,R_1H2anRl6O0gaEJX,,,,,52.9994049072265625,-1.131805419921875,anonymous,EN-GB,"Yes, I consent to participate.",5a022e98728b1b0001ad8b6b,Female,65,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,100,Within the last 3 years,Yes,78,1,96,Yes,20,No,,,No: both are dead,Mother,59,0,72,Father,57,0,88,"No, all four are dead.",Grandmother 1,Don't know,50,0,Grandmother 2,Don't know,50,0,Grandfather 1,Don't know,50,0,Grandfather 2,Don't know,50,0,Rarely,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,"£10,000 - £15,999",1,Strongly agree,Yes,4,5a022e98728b1b0001ad8b6b,,
2020-12-30 19:30:55,2020-12-30 19:44:27,IP Address,82.7.225.47,100,811,True,2020-12-30 19:44:27,R_3feZjJCO2CWPMAk,,,,,51.710601806640625,-3.6988067626953125,anonymous,EN-GB,"Yes, I consent to participate.",5fe8f62c52b0e233a926d5e3,Female,44,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,In 12 months,In 12 months,,,,,74,Within the last 2 years,No,65,10,53,Yes,29,No,,,Yes,,,,,,,,,"No, all four are dead.",Grandmother 1,56,70,74,Grandfather 1,67,0,100,Grandfather 1,26,1,0,Grandmother 2,70,0,71,Frequently,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£75,000 - £99,999",4,Strongly agree,No,10,5fe8f62c52b0e233a926d5e3,,
2020-12-30 19:36:39,2020-12-30 19:44:32,IP Address,82.9.192.192,100,472,True,2020-12-30 19:44:32,R_1LMxAEuWaRsFJwc,,,,,51.291107177734375,-1.05279541015625,anonymous,EN-GB,"Yes, I consent to participate.",5dee77fda4844150a7d0d487,Female,74,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,In 12 months,In 12 months,,,,,81,Within the past year,No,72,70,91,Yes,26,No,,,No: both are dead,Mother,89,40,92,Father,>90,50,81,"No, all four are dead.",Grandmother 1,60,19,28,Grandfather 1,90,91,40,Grandfather 2,65,81,8,Grandmother 2,85,66,39,Occasionally,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£75,000 - £99,999",3,Strongly agree,No,4,5dee77fda4844150a7d0d487,,
2020-12-30 19:38:36,2020-12-30 19:44:34,IP Address,31.51.99.71,100,357,True,2020-12-30 19:44:34,R_28IFlpYOCa3U5M9,,,,,52.4983062744140625,-1.70269775390625,anonymous,EN-GB,"Yes, I consent to participate.",5ec153013043d0034ac516bd,Male,20,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,60,Within the last 2 years,No,60,75,80,No,,,,30,Yes,,,,,,,,,"No, three are dead.",Grandmother 1,83,71,40,Grandfather 1,51,70,0,Grandfather 2,55,36,0,,,,,Frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£16,000 - £19,999",5,Strongly agree,No,4,5ec153013043d0034ac516bd,,
2020-12-30 19:35:15,2020-12-30 19:44:43,IP Address,80.44.232.47,100,567,True,2020-12-30 19:44:43,R_24AwWkbvYLR66uU,,,,,57.145294189453125,-2.0944976806640625,anonymous,EN-GB,"Yes, I consent to participate.",5ea16cb48366db01843ff38b,Male,53,In 12 months,Today,,,,,,,,In 12 months,In 12 months,In 12 months,,,,,,,,,,,,,,,,,,,,88,Within the last 3 years,No,72,62,43,No,,,,26,Yes,,,,,,,,,"No, all four are dead.",Grandfather 1,63,27,71,Grandfather 2,69,31,68,Grandmother 1,75,18,75,Grandmother 2,>90,6,94,Very rarely,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£20,000 - £29,999",1,Strongly agree,No,4,5ea16cb48366db01843ff38b,,
2020-12-30 19:40:21,2020-12-30 19:44:43,IP Address,82.39.29.152,100,261,True,2020-12-30 19:44:43,R_DoBxABhRKn7erol,,,,,51.3488006591796875,-0.0321044921875,anonymous,EN-GB,"Yes, I consent to participate.",5e968e6744b6d010b16540a4,Male,23,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,60,Within the past year,No,70,100,92,No,,,,30,Yes,,,,,,,,,"No, two are dead.",Grandmother 1,50,50,80,Grandfather 2,Don't know,81,0,,,,,,,,,Occasionally,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,"£16,000 - £19,999",4,Strongly agree,No,4,5e968e6744b6d010b16540a4,,
2020-12-30 19:40:55,2020-12-30 19:44:49,IP Address,176.253.16.179,100,234,True,2020-12-30 19:44:50,R_1oA9au6BvP58crK,,,,,50.3881072998046875,-4.1324005126953125,anonymous,EN-GB,"Yes, I consent to participate.",5c450af94c194d00019cf8cc,Female,41,Today,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,Today,,,,,,,,,,,82,Don't know,No,72,4,95,Yes,27,Yes,10,,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,Occasionally,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£30,000 - £39,999",4,Strongly agree,No,4,5c450af94c194d00019cf8cc,,
2020-12-30 19:39:25,2020-12-30 19:44:52,IP Address,109.153.140.8,100,327,True,2020-12-30 19:44:53,R_2S6uEzR182OxAYK,,,,,52.1072998046875,-0.46490478515625,anonymous,EN-GB,"Yes, I consent to participate.",5a3026823eff6600016f2807,Female,19,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,97,Within the past year,No,58,34,68,No,,,,25,Yes,,,,,,,,,"No, one is dead",Grandfather 1,80,0,80,,,,,,,,,,,,,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£60,000 - £74,999",6,Strongly agree,No,10,5a3026823eff6600016f2807,,
2020-12-30 19:39:28,2020-12-30 19:44:56,IP Address,82.47.13.49,100,327,True,2020-12-30 19:44:56,R_DeGIsUBaDSFM4q5,,,,,51.574493408203125,0.131195068359375,anonymous,EN-GB,"Yes, I consent to participate.",5f59209be2e8b9128d9652b8,Female,50,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,Today,,In 12 months,,,,75,Within the last 2 years,No,29,50,100,No,,,,30,Yes,,,,,,,,,"No, all four are dead.",Grandfather 1,77,65,90,Grandfather 2,78,40,70,Grandmother 1,>90,30,70,Grandmother 2,>90,80,50,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"More than £150,000",2,Strongly agree,No,4,5f59209be2e8b9128d9652b8,,
2020-12-30 19:41:58,2020-12-30 19:45:00,IP Address,86.131.36.206,100,181,True,2020-12-30 19:45:00,R_3hzuCEm49ApntU2,,,,,51.337005615234375,-1.1678009033203125,anonymous,EN-GB,"Yes, I consent to participate.",5ed489ccc238ad44a82adcb4,Male,39,Today,,,,,,,,,,,,,,,,Today,In 12 months,Today,Today,,,,,,,,,,,,70,Within the past year,No,30,40,85,Yes,<16,,,,Yes,,,,,,,,,"Yes, they are all alive.",,,,,,,,,,,,,,,,,Rarely,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£100,000 - £149,999",3,Strongly agree,No,4,5ed489ccc238ad44a82adcb4,,
2020-12-30 19:36:37,2020-12-30 19:45:08,IP Address,31.51.19.24,100,510,True,2020-12-30 19:45:08,R_TqpwrbXggzJxpUl,,,,,51.88330078125,0.033294677734375,anonymous,EN-GB,"Yes, I consent to participate.",5f529c8d81da7d58cd46cc29,Female,58,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,Today,,In 12 months,,,,100,Within the last 2 years,No,92,30,100,Yes,30,No,,,Yes,,,,,,,,,"No, two are dead.",Grandfather 1,67,1,100,Grandfather 2,72,71,77,,,,,,,,,Occasionally,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,"More than £150,000",3,Strongly agree,No,10,5f529c8d81da7d58cd46cc29,,
2020-12-30 19:37:40,2020-12-30 19:45:16,IP Address,94.10.252.218,100,455,True,2020-12-30 19:45:16,R_3NUiVxD2uZacNVm,,,,,51.8694000244140625,0.89410400390625,anonymous,EN-GB,"Yes, I consent to participate.",5fabe8314be9d1099fb97096,Female,40,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,In 12 months,,,,,,,,,62,Within the past year,No,61,62,100,No,,,,28,Yes,,,,,,,,,"No, two are dead.",Grandmother 1,73,100,29,Grandfather 1,82,100,0,,,,,,,,,Frequently,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,"£40,000 - £49,999",2,Strongly agree,No,10,5fabe8314be9d1099fb97096,,
2020-12-30 19:39:01,2020-12-30 19:45:26,IP Address,81.129.157.69,100,384,True,2020-12-30 19:45:26,R_3hhDzfLI1v2Y9TS,,,,,54.98199462890625,-1.4709930419921875,anonymous,EN-GB,"Yes, I consent to participate.",5eaeb7b38955ea0009bd605d,Male,44,Today,,,,,,,,,,,,,,,,Today,In 12 months,Today,Today,,,,,,,,,,,,50,10 years ago or more,No,50,82,85,No,,,,30,Yes,,,,,,,,,"No, all four are dead.",Grandmother 1,66,50,100,Grandmother 2,65,50,19,Grandfather 1,45,100,0,Grandfather 2,Rather not say,50,0,Very frequently,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£20,000 - £29,999",1,Strongly agree,No,4,5eaeb7b38955ea0009bd605d,,
2020-12-30 19:39:47,2020-12-30 19:45:32,IP Address,86.180.188.111,100,345,True,2020-12-30 19:45:32,R_3qUTx9vYwULiB4S,,,,,53.625701904296875,-1.2978057861328125,anonymous,EN-GB,"Yes, I consent to participate.",5cb2d3be2df32800172e3736,Male,38,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,62,Within the last 2 years,No,71,0,77,No,,,,40,Yes,,,,,,,,,"No, all four are dead.",Grandmother 1,75,0,0,Grandfather 1,78,0,0,Grandfather 1,83,29,95,Grandmother 2,85,0,92,Occasionally,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£20,000 - £29,999",2,Strongly agree,No,4,5cb2d3be2df32800172e3736,,
2020-12-30 19:39:34,2020-12-30 19:45:35,IP Address,176.255.153.128,100,360,True,2020-12-30 19:45:36,R_27IgU0TZ7qd5DlH,,,,,53.67669677734375,-1.6584014892578125,anonymous,EN-GB,"Yes, I consent to participate.",5cf0e467027fc1001560c7ff,Male,61,In 12 months,Today,,,,,,,,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,92,Within the last 5 years,No,83,97,96,No,,,,25,No: both are dead,Father,59,84,40,Mother,63,75,83,"No, all four are dead.",Grandmother 1,75,57,28,Grandmother 2,>90,6,83,Grandfather 1,60,12,0,Grandfather 2,70,19,0,Very rarely,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£20,000 - £29,999",1,Strongly agree,No,10,5cf0e467027fc1001560c7ff,,
2020-12-30 19:38:45,2020-12-30 19:45:37,IP Address,2.97.98.137,100,411,True,2020-12-30 19:45:37,R_1jivnyxTVUmWjnl,,,,,53.8119049072265625,-3.0225982666015625,anonymous,EN-GB,"Yes, I consent to participate.",5ec2683e7bf5d7035f84ddf8,Female,75,Today,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,In 12 months,,,,,,,,,,,90,Within the last 2 years,No,81,72,100,Yes,22,No,,,No: both are dead,Father,70,30,96,Mother,67,17,93,"No, all four are dead.",Grandmother 1,65,16,80,Grandmother 2,76,16,90,Grandfather 1,60,9,78,Grandfather 2,56,18,81,Occasionally,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£20,000 - £29,999",1,Strongly agree,No,10,5ec2683e7bf5d7035f84ddf8,,
2020-12-30 19:35:08,2020-12-30 19:45:46,IP Address,92.21.42.123,100,638,True,2020-12-30 19:45:46,R_3018rwZ9xFJlag0,,,,,52.979095458984375,-0.0269012451171875,anonymous,EN-GB,"Yes, I consent to participate.",5dd9969dfef7c2927fc984f4,Male,40,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,In 12 months,In 12 months,,,,,64,Within the past year,Yes,69,79,51,Yes,35,,,,No: one is dead,Father,<20,100,91,,,,,"No, three are dead.",Grandfather 1,55,75,0,Grandmother 1,54,32,0,Grandfather 2,78,60,100,,,,,Occasionally,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£16,000 - £19,999",3,Strongly agree,Yes,4,5dd9969dfef7c2927fc984f4,,
2020-12-30 19:40:48,2020-12-30 19:45:49,IP Address,31.53.103.24,100,301,True,2020-12-30 19:45:49,R_ptpFL03TyL5srLj,,,,,50.607696533203125,-2.4593048095703125,anonymous,EN-GB,"Yes, I consent to participate.",5de2b0cc725abb2d8930c683,Female,53,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,60,Within the last 5 years,No,50,70,50,Yes,27,Yes,9,,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,Frequently,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,"£10,000 - £15,999",4,Strongly agree,No,4,5de2b0cc725abb2d8930c683,,
2020-12-30 19:41:11,2020-12-30 19:46:05,IP Address,86.30.141.214,100,294,True,2020-12-30 19:46:05,R_27qfxGXvQhlpRbn,,,,,54.640106201171875,-1.2335968017578125,anonymous,EN-GB,"Yes, I consent to participate.",5e766b0ba02ca51dfa1de797,Male,57,In 12 months,In 12 months,In 12 months,In 12 months,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,90,Within the last 2 years,No,95,90,100,No,,,,25,No: one is dead,Father,77,100,100,,,,,"No, all four are dead.",Grandmother 1,82,24,8,Grandmother 2,83,26,39,Grandfather 1,77,89,59,Grandfather 2,85,38,73,Never,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,"£60,000 - £74,999",2,Strongly agree,No,10,5e766b0ba02ca51dfa1de797,,
2020-12-30 19:40:52,2020-12-30 19:46:07,IP Address,86.175.99.134,100,314,True,2020-12-30 19:46:07,R_1H0N4peKZ3nLsfn,,,,,50.9040985107421875,-3.2964019775390625,anonymous,EN-GB,"Yes, I consent to participate.",5ef7783026861249d8eb58ef,Male,51,Today,,,,,,,,,,,,,,,,Today,In 12 months,Today,In 12 months,,,,,,,,,,,,32,Within the last 5 years,No,71,62,61,No,,,,19,Yes,,,,,,,,,"No, two are dead.",Grandmother 1,75,68,29,Grandfather 2,70,82,29,,,,,,,,,Occasionally,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£30,000 - £39,999",2,Strongly agree,No,10,5ef7783026861249d8eb58ef,,
2020-12-30 19:34:53,2020-12-30 19:46:10,IP Address,86.13.204.182,100,676,True,2020-12-30 19:46:10,R_BXvA8QNsMcK9IYx,,,,,52.2776947021484375,-0.828399658203125,anonymous,EN-GB,"Yes, I consent to participate.",5c5db2ba13005e0001ab7227,Female,60,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,In 12 months,,,,,,,,,75,Within the past year,No,70,80,70,Yes,23,Yes,2,,No: one is dead,Father,59,70,100,,,,,"No, all four are dead.",Grandmother 1,88,19,95,Grandmother 2,85,23,60,Grandfather 1,45,50,0,Grandfather 2,Don't know,50,0,Occasionally,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£40,000 - £49,999",3,Strongly agree,No,10,5c5db2ba13005e0001ab7227,,
